"","Rho","N","P","P0","Rsq","Sure.Screening.Probability..Air.HOLP.","Sure.Screening.Probability..Ridge.HOLP.","Sure.Screening.Probability..SIS.","r"
"1285",0,250,250,3,0.95,1,1,1,10.1152906591369
"1286",0.3,250,250,3,0.95,1,1,0.644,9.67542559869355
"1287",0.6,250,250,3,0.95,1,1,0.358,8.17824765055482
"1288",0.9,250,250,3,0.95,1,1,0.104,4.4852502960926
"1289",0,500,250,3,0.95,1,1,1,5.27982192056821
"1290",0.3,500,250,3,0.95,1,1,0.65,5.10980148393111
"1291",0.6,500,250,3,0.95,1,1,0.346,4.81728087504186
"1292",0.9,500,250,3,0.95,1,1,0.296,3.07366060827448
"1293",0,1000,250,3,0.95,1,1,1,0.899941254023654
"1294",0.3,1000,250,3,0.95,1,1,0.67,0.910108419564904
"1295",0.6,1000,250,3,0.95,1,1,0.374,0.825762023891492
"1296",0.9,1000,250,3,0.95,1,1,0.274,0.624161088911616
"1297",0,125,1250,3,0.95,0.998,0.998,0.998,49.3192441724955
"1298",0.3,125,1250,3,0.95,1,1,0.522,48.4530672264629
"1299",0.6,125,1250,3,0.95,1,1,0.1,42.7463312922335
"1300",0.9,125,1250,3,0.95,0.946,0.946,0.004,23.3499830061358
"1301",0,250,1250,3,0.95,1,1,1,51.1537262206837
"1302",0.3,250,1250,3,0.95,1,1,0.56,50.9115619399457
"1303",0.6,250,1250,3,0.95,1,1,0.294,45.9723480728307
"1304",0.9,250,1250,3,0.95,0.996,0.996,0.032,26.271269596319
"1305",0,500,1250,3,0.95,1,1,1,54.3674397637215
"1306",0.3,500,1250,3,0.95,1,1,0.638,53.224957114084
"1307",0.6,500,1250,3,0.95,1,1,0.366,48.3430998886179
"1308",0.9,500,1250,3,0.95,1,1,0.152,28.0459073758824
"1309",0,1000,1250,3,0.95,1,1,1,55.5368398766161
"1310",0.3,1000,1250,3,0.95,1,1,0.632,54.0801608624024
"1311",0.6,1000,1250,3,0.95,1,1,0.386,47.9520728845876
"1312",0.9,1000,1250,3,0.95,1,1,0.264,26.6967212835728
"1313",0,125,5000,3,0.95,0.992,0.992,0.992,192.597653167729
"1314",0.3,125,5000,3,0.95,0.984,0.984,0.434,197.795504499225
"1315",0.6,125,5000,3,0.95,0.974,0.976,0.07,170.516124440393
"1316",0.9,125,5000,3,0.95,0.848,0.84,0,93.9886292026756
"1317",0,250,5000,3,0.95,0.996,0.996,0.996,200.597617713684
"1318",0.3,250,5000,3,0.95,1,1,0.532,196.534721571669
"1319",0.6,250,5000,3,0.95,0.994,0.994,0.242,183.212953005633
"1320",0.9,250,5000,3,0.95,0.994,0.994,0.002,98.6031358706477
"1321",0,500,5000,3,0.95,1,1,1,210.432007480293
"1322",0.3,500,5000,3,0.95,1,1,0.58,205.969997096874
"1323",0.6,500,5000,3,0.95,1,1,0.34,186.822017466085
"1324",0.9,500,5000,3,0.95,1,1,0.032,105.473301154129
"1325",0,1000,5000,3,0.95,1,1,1,216.498950096623
"1326",0.3,1000,5000,3,0.95,1,1,0.686,218.0845239275
"1327",0.6,1000,5000,3,0.95,1,1,0.404,194.951816096284
"1328",0.9,1000,5000,3,0.95,1,1,0.184,117.428151070504
"1329",0,125,15000,3,0.95,0.968,0.968,0.97,592.738298894183
"1330",0.3,125,15000,3,0.95,0.97,0.97,0.292,566.219114841449
"1331",0.6,125,15000,3,0.95,0.956,0.956,0.036,509.459983813268
"1332",0.9,125,15000,3,0.95,0.81,0.808,0.004,241.159926672808
"1333",0,250,15000,3,0.95,0.998,0.998,0.998,590.92018678901
"1334",0.3,250,15000,3,0.95,1,1,0.518,557.641976369682
"1335",0.6,250,15000,3,0.95,0.998,0.998,0.18,499.326140179683
"1336",0.9,250,15000,3,0.95,0.978,0.976,0.006,272.531192982632
"1337",0,500,15000,3,0.95,1,1,1,616.603716633774
"1338",0.3,500,15000,3,0.95,1,1,0.594,602.914244574302
"1339",0.6,500,15000,3,0.95,1,1,0.302,541.545068584952
"1340",0.9,500,15000,3,0.95,1,1,0.022,289.487146854822
"1341",0,1000,15000,3,0.95,1,1,1,638.016132054416
"1342",0.3,1000,15000,3,0.95,1,1,0.63,634.025715361697
"1343",0.6,1000,15000,3,0.95,1,1,0.372,602.035605229804
"1344",0.9,1000,15000,3,0.95,1,1,0.122,341.390885379223
"1345",0,125,250,6,0.95,0.986,0.986,0.904,10.6315738641335
"1346",0.3,125,250,6,0.95,0.98,0.978,0.164,10.2830293138561
"1347",0.6,125,250,6,0.95,0.972,0.966,0.05,9.27795027530991
"1348",0.9,125,250,6,0.95,0.788,0.786,0.006,5.2937129783224
"1349",0,250,250,6,0.95,1,1,1,10.2083821530881
"1350",0.3,250,250,6,0.95,1,1,0.24,10.1208882143582
"1351",0.6,250,250,6,0.95,1,1,0.084,8.87904743348183
"1352",0.9,250,250,6,0.95,0.964,0.964,0.012,4.67716621748475
"1353",0,500,250,6,0.95,1,1,1,5.38681348749042
"1354",0.3,500,250,6,0.95,1,1,0.304,5.38258016578277
"1355",0.6,500,250,6,0.95,1,1,0.124,5.36250896181238
"1356",0.9,500,250,6,0.95,1,1,0.018,3.13708239819379
"1357",0,1000,250,6,0.95,1,1,1,0.870499731190213
"1358",0.3,1000,250,6,0.95,1,1,0.26,1.00283492578967
"1359",0.6,1000,250,6,0.95,1,1,0.1,0.847392678525092
"1360",0.9,1000,250,6,0.95,1,1,0.092,0.672987188759422
"1361",0,125,1250,6,0.95,0.78,0.784,0.712,67.0744288528738
"1362",0.3,125,1250,6,0.95,0.746,0.742,0.076,62.9731647664743
"1363",0.6,125,1250,6,0.95,0.704,0.704,0.038,54.7678825521397
"1364",0.9,125,1250,6,0.95,0.458,0.454,0,27.835444382077
"1365",0,250,1250,6,0.95,0.998,0.998,0.976,51.8796562525136
"1366",0.3,250,1250,6,0.95,0.992,0.992,0.17,54.0197222044026
"1367",0.6,250,1250,6,0.95,0.982,0.982,0.05,51.1184254761866
"1368",0.9,250,1250,6,0.95,0.862,0.854,0.014,27.521777592073
"1369",0,500,1250,6,0.95,1,1,1,55.0375838858893
"1370",0.3,500,1250,6,0.95,1,1,0.224,54.4854519173389
"1371",0.6,500,1250,6,0.95,1,1,0.056,50.5302555486463
"1372",0.9,500,1250,6,0.95,0.98,0.976,0.008,28.891714035605
"1373",0,1000,1250,6,0.95,1,1,1,55.7322074395919
"1374",0.3,1000,1250,6,0.95,1,1,0.224,54.9937706545184
"1375",0.6,1000,1250,6,0.95,1,1,0.088,47.9584245751677
"1376",0.9,1000,1250,6,0.95,1,0.996,0.008,28.9844724153011
"1377",0,125,5000,6,0.95,0.518,0.518,0.474,369.243894801647
"1378",0.3,125,5000,6,0.95,0.5,0.504,0.056,315.361866500316
"1379",0.6,125,5000,6,0.95,0.426,0.424,0.012,247.171719365272
"1380",0.9,125,5000,6,0.95,0.268,0.27,0.002,106.880863043391
"1381",0,250,5000,6,0.95,0.95,0.948,0.94,212.200176823436
"1382",0.3,250,5000,6,0.95,0.932,0.932,0.128,219.110187788011
"1383",0.6,250,5000,6,0.95,0.902,0.902,0.04,189.990085229294
"1384",0.9,250,5000,6,0.95,0.744,0.736,0.002,103.636396571892
"1385",0,500,5000,6,0.95,1,1,1,208.509557462425
"1386",0.3,500,5000,6,0.95,0.996,0.996,0.172,218.209673675762
"1387",0.6,500,5000,6,0.95,0.996,0.996,0.052,194.742290685192
"1388",0.9,500,5000,6,0.95,0.942,0.936,0.012,111.304156112389
"1389",0,1000,5000,6,0.95,1,1,1,216.238506985903
"1390",0.3,1000,5000,6,0.95,1,1,0.216,218.605681289593
"1391",0.6,1000,5000,6,0.95,1,0.998,0.078,204.901481439837
"1392",0.9,1000,5000,6,0.95,0.994,0.992,0.008,118.17657927559
"1393",0,125,15000,6,0.95,0.28,0.28,0.272,1423.18889062475
"1394",0.3,125,15000,6,0.95,0.252,0.256,0.032,1198.22512765726
"1395",0.6,125,15000,6,0.95,0.24,0.238,0.014,827.710241459032
"1396",0.9,125,15000,6,0.95,0.136,0.136,0.002,311.916398035815
"1397",0,250,15000,6,0.95,0.856,0.856,0.852,696.770211518938
"1398",0.3,250,15000,6,0.95,0.838,0.838,0.102,656.38454537705
"1399",0.6,250,15000,6,0.95,0.82,0.82,0.024,574.08346317041
"1400",0.9,250,15000,6,0.95,0.604,0.6,0.008,282.389644321388
"1401",0,500,15000,6,0.95,0.99,0.99,0.99,622.153467896723
"1402",0.3,500,15000,6,0.95,0.994,0.994,0.196,599.597312770425
"1403",0.6,500,15000,6,0.95,0.99,0.99,0.052,612.734770896012
"1404",0.9,500,15000,6,0.95,0.886,0.886,0.004,304.416302252757
"1405",0,1000,15000,6,0.95,1,1,1,639.396129446672
"1406",0.3,1000,15000,6,0.95,1,1,0.19,657.797088906283
"1407",0.6,1000,15000,6,0.95,1,1,0.074,563.482978927904
"1408",0.9,1000,15000,6,0.95,0.988,0.988,0.016,336.966276507002
"1409",0,125,250,9,0.95,0.876,0.882,0.508,11.5525042183338
"1410",0.3,125,250,9,0.95,0.83,0.828,0.038,12.0524322340268
"1411",0.6,125,250,9,0.95,0.758,0.754,0.01,10.9756811021587
"1412",0.9,125,250,9,0.95,0.456,0.452,0,5.93877680938815
"1413",0,250,250,9,0.95,1,1,0.94,10.4153882248762
"1414",0.3,250,250,9,0.95,1,1,0.114,10.4042337779046
"1415",0.6,250,250,9,0.95,0.994,0.99,0.034,9.12124484740757
"1416",0.9,250,250,9,0.95,0.868,0.872,0.012,4.76725422513554
"1417",0,500,250,9,0.95,1,1,1,5.56562963187206
"1418",0.3,500,250,9,0.95,1,1,0.148,5.56869430188823
"1419",0.6,500,250,9,0.95,0.998,0.998,0.05,5.2890414834889
"1420",0.9,500,250,9,0.95,0.976,0.978,0.008,3.10614025282336
"1421",0,1000,250,9,0.95,1,1,1,0.940406773461767
"1422",0.3,1000,250,9,0.95,1,1,0.18,1.01242747560663
"1423",0.6,1000,250,9,0.95,1,1,0.054,0.93900100572978
"1424",0.9,1000,250,9,0.95,0.998,1,0.016,0.757371844502419
"1425",0,125,1250,9,0.95,0.244,0.242,0.176,114.884044023078
"1426",0.3,125,1250,9,0.95,0.178,0.178,0.008,99.9648923861612
"1427",0.6,125,1250,9,0.95,0.154,0.152,0,77.8914506301415
"1428",0.9,125,1250,9,0.95,0.068,0.068,0,33.5790919239718
"1429",0,250,1250,9,0.95,0.906,0.904,0.796,55.9040705260357
"1430",0.3,250,1250,9,0.95,0.898,0.896,0.076,55.8271489668752
"1431",0.6,250,1250,9,0.95,0.836,0.822,0.02,52.5591466692161
"1432",0.9,250,1250,9,0.95,0.51,0.512,0,31.5250658611231
"1433",0,500,1250,9,0.95,1,1,0.994,55.0823762712921
"1434",0.3,500,1250,9,0.95,0.998,0.998,0.12,56.8555620170826
"1435",0.6,500,1250,9,0.95,0.998,0.994,0.03,54.2310862149552
"1436",0.9,500,1250,9,0.95,0.892,0.854,0.002,30.0319122655962
"1437",0,1000,1250,9,0.95,1,1,1,55.7710524544085
"1438",0.3,1000,1250,9,0.95,1,1,0.134,56.9879855118664
"1439",0.6,1000,1250,9,0.95,1,0.998,0.052,50.3222128425376
"1440",0.9,1000,1250,9,0.95,0.988,0.96,0.004,29.4646232912492
"1441",0,125,5000,9,0.95,0.028,0.028,0.028,704.84860977136
"1442",0.3,125,5000,9,0.95,0.026,0.026,0,536.825214704941
"1443",0.6,125,5000,9,0.95,0.016,0.016,0,373.288451253656
"1444",0.9,125,5000,9,0.95,0.008,0.008,0,132.631422735104
"1445",0,250,5000,9,0.95,0.67,0.668,0.64,270.711665449054
"1446",0.3,250,5000,9,0.95,0.674,0.68,0.046,249.448482957099
"1447",0.6,250,5000,9,0.95,0.578,0.57,0.016,214.689369178928
"1448",0.9,250,5000,9,0.95,0.366,0.358,0.008,111.834931644494
"1449",0,500,5000,9,0.95,0.97,0.97,0.958,213.602638505211
"1450",0.3,500,5000,9,0.95,0.956,0.958,0.076,227.634751182538
"1451",0.6,500,5000,9,0.95,0.93,0.928,0.016,205.761961655983
"1452",0.9,500,5000,9,0.95,0.784,0.776,0,116.169379585275
"1453",0,1000,5000,9,0.95,0.998,0.998,0.998,216.544845103056
"1454",0.3,1000,5000,9,0.95,0.998,0.998,0.124,227.775227106398
"1455",0.6,1000,5000,9,0.95,0.994,0.994,0.028,219.160340959098
"1456",0.9,1000,5000,9,0.95,0.96,0.944,0.002,127.991706310898
"1457",0,125,15000,9,0.95,0.002,0.002,0.002,2490.47760520601
"1458",0.3,125,15000,9,0.95,0.004,0.004,0,1875.77631412887
"1459",0.6,125,15000,9,0.95,0.002,0.002,0,1219.59093299251
"1460",0.9,125,15000,9,0.95,0,0,0,390.139589387621
"1461",0,250,15000,9,0.95,0.386,0.386,0.378,1048.82180767568
"1462",0.3,250,15000,9,0.95,0.404,0.404,0.014,930.010116498413
"1463",0.6,250,15000,9,0.95,0.296,0.298,0,740.849571199688
"1464",0.9,250,15000,9,0.95,0.164,0.158,0,335.948182174766
"1465",0,500,15000,9,0.95,0.914,0.912,0.912,651.167285833948
"1466",0.3,500,15000,9,0.95,0.92,0.918,0.084,645.800304826752
"1467",0.6,500,15000,9,0.95,0.888,0.888,0.022,585.144434358157
"1468",0.9,500,15000,9,0.95,0.66,0.656,0.006,319.620043152514
"1469",0,1000,15000,9,0.95,0.998,1,0.996,637.160591978787
"1470",0.3,1000,15000,9,0.95,1,1,0.092,653.053206104556
"1471",0.6,1000,15000,9,0.95,0.996,0.994,0.03,628.773023690789
"1472",0.9,1000,15000,9,0.95,0.908,0.904,0.004,342.564121104195
"1473",0,125,250,12,0.95,0.592,0.594,0.14,14.012977593238
"1474",0.3,125,250,12,0.95,0.506,0.504,0.002,14.004200762573
"1475",0.6,125,250,12,0.95,0.402,0.406,0.008,12.1784207002719
"1476",0.9,125,250,12,0.95,0.23,0.206,0,6.35008120206269
"1477",0,250,250,12,0.95,1,1,0.82,10.3897798293507
"1478",0.3,250,250,12,0.95,0.994,0.99,0.062,10.7907165618912
"1479",0.6,250,250,12,0.95,0.97,0.966,0.018,9.88146475863321
"1480",0.9,250,250,12,0.95,0.69,0.706,0,5.13955942807895
"1481",0,500,250,12,0.95,1,1,0.996,5.70831357412968
"1482",0.3,500,250,12,0.95,1,1,0.102,5.99614443315891
"1483",0.6,500,250,12,0.95,1,1,0.03,6.03694545855775
"1484",0.9,500,250,12,0.95,0.914,0.92,0.006,3.54189145583297
"1485",0,1000,250,12,0.95,1,1,1,0.971403113499962
"1486",0.3,1000,250,12,0.95,1,1,0.124,1.03222514976227
"1487",0.6,1000,250,12,0.95,1,1,0.022,1.02337194383108
"1488",0.9,1000,250,12,0.95,0.996,0.996,0.006,0.791374327828958
"1489",0,125,1250,12,0.95,0.018,0.018,0.014,180.913433874889
"1490",0.3,125,1250,12,0.95,0.014,0.014,0.004,146.557686315893
"1491",0.6,125,1250,12,0.95,0.002,0.002,0,104.396637044056
"1492",0.9,125,1250,12,0.95,0.004,0.006,0,37.9865811507743
"1493",0,250,1250,12,0.95,0.632,0.634,0.452,65.5087921845895
"1494",0.3,250,1250,12,0.95,0.602,0.602,0.02,66.460262731211
"1495",0.6,250,1250,12,0.95,0.492,0.488,0,60.2140613370349
"1496",0.9,250,1250,12,0.95,0.294,0.288,0.002,30.2866988772858
"1497",0,500,1250,12,0.95,0.992,0.986,0.94,55.2988207180098
"1498",0.3,500,1250,12,0.95,0.984,0.984,0.062,58.0892327080551
"1499",0.6,500,1250,12,0.95,0.976,0.97,0.032,53.8669962712201
"1500",0.9,500,1250,12,0.95,0.74,0.708,0.006,33.0479327571556
"1501",0,1000,1250,12,0.95,1,1,1,55.8078928480325
"1502",0.3,1000,1250,12,0.95,1,1,0.092,58.6726766199463
"1503",0.6,1000,1250,12,0.95,1,0.992,0.028,53.9761864961088
"1504",0.9,1000,1250,12,0.95,0.94,0.882,0.008,30.5257117708298
"1505",0,125,5000,12,0.95,0,0,0,983.471648506234
"1506",0.3,125,5000,12,0.95,0,0,0,760.953326450527
"1507",0.6,125,5000,12,0.95,0,0,0,478.101615672616
"1508",0.9,125,5000,12,0.95,0,0,0,148.679208230106
"1509",0,250,5000,12,0.95,0.216,0.216,0.176,401.177936270149
"1510",0.3,250,5000,12,0.95,0.196,0.192,0.012,353.414613548914
"1511",0.6,250,5000,12,0.95,0.144,0.142,0,285.873280277517
"1512",0.9,250,5000,12,0.95,0.098,0.094,0,128.543786668082
"1513",0,500,5000,12,0.95,0.864,0.866,0.824,224.631515337253
"1514",0.3,500,5000,12,0.95,0.848,0.846,0.048,233.144872704012
"1515",0.6,500,5000,12,0.95,0.794,0.794,0.008,218.318934818315
"1516",0.9,500,5000,12,0.95,0.52,0.522,0.004,124.287826221473
"1517",0,1000,5000,12,0.95,0.998,0.998,0.996,217.336975223692
"1518",0.3,1000,5000,12,0.95,0.998,0.998,0.08,233.437928757066
"1519",0.6,1000,5000,12,0.95,0.996,0.996,0.022,222.794538392016
"1520",0.9,1000,5000,12,0.95,0.894,0.878,0.004,129.701512110207
"1521",0,125,15000,12,0.95,0,0,0,3156.41177631931
"1522",0.3,125,15000,12,0.95,0,0,0,2310.30782505871
"1523",0.6,125,15000,12,0.95,0,0,0,1445.67982339538
"1524",0.9,125,15000,12,0.95,0,0,0,424.491466039289
"1525",0,250,15000,12,0.95,0.078,0.078,0.064,1539.40513967611
"1526",0.3,250,15000,12,0.95,0.05,0.05,0.002,1305.65672514058
"1527",0.6,250,15000,12,0.95,0.04,0.042,0.004,949.636731702243
"1528",0.9,250,15000,12,0.95,0.016,0.016,0,389.72309450176
"1529",0,500,15000,12,0.95,0.684,0.684,0.66,742.92995602861
"1530",0.3,500,15000,12,0.95,0.668,0.668,0.03,736.237621933604
"1531",0.6,500,15000,12,0.95,0.6,0.6,0.008,634.208547960118
"1532",0.9,500,15000,12,0.95,0.348,0.342,0.004,361.04510919274
"1533",0,1000,15000,12,0.95,0.976,0.976,0.956,644.567234412051
"1534",0.3,1000,15000,12,0.95,0.978,0.976,0.066,678.01152630979
"1535",0.6,1000,15000,12,0.95,0.966,0.966,0.024,645.333200786617
"1536",0.9,1000,15000,12,0.95,0.77,0.758,0.004,369.27310240084
"1537",0,125,250,15,0.95,0.24,0.234,0.01,17.5986794272133
"1538",0.3,125,250,15,0.95,0.18,0.182,0,17.2801537660401
"1539",0.6,125,250,15,0.95,0.122,0.12,0.002,14.6951126599844
"1540",0.9,125,250,15,0.95,0.044,0.034,0,7.09692536241031
"1541",0,250,250,15,0.95,1,1,0.534,10.5235770939998
"1542",0.3,250,250,15,0.95,0.994,0.988,0.046,11.299881211168
"1543",0.6,250,250,15,0.95,0.926,0.91,0.008,9.64658386260542
"1544",0.9,250,250,15,0.95,0.536,0.544,0.002,5.81436762998426
"1545",0,500,250,15,0.95,1,1,0.972,5.68758942881127
"1546",0.3,500,250,15,0.95,1,1,0.078,6.3596414748694
"1547",0.6,500,250,15,0.95,1,1,0.024,6.12899564461518
"1548",0.9,500,250,15,0.95,0.86,0.864,0.008,3.60141008860042
"1549",0,1000,250,15,0.95,1,1,1,0.998115781815151
"1550",0.3,1000,250,15,0.95,1,1,0.096,1.06505740807607
"1551",0.6,1000,250,15,0.95,1,1,0.024,1.14764996542333
"1552",0.9,1000,250,15,0.95,0.984,0.986,0.002,0.804889508416402
"1553",0,125,1250,15,0.95,0,0,0,235.461242821522
"1554",0.3,125,1250,15,0.95,0,0,0,184.481366669045
"1555",0.6,125,1250,15,0.95,0,0,0,126.551584024649
"1556",0.9,125,1250,15,0.95,0,0,0,43.834754333393
"1557",0,250,1250,15,0.95,0.3,0.304,0.164,83.4343602771328
"1558",0.3,250,1250,15,0.95,0.262,0.256,0.004,78.8199192674231
"1559",0.6,250,1250,15,0.95,0.156,0.156,0.002,69.8770236867809
"1560",0.9,250,1250,15,0.95,0.116,0.114,0.004,33.6710316931689
"1561",0,500,1250,15,0.95,0.964,0.958,0.798,55.7313053726968
"1562",0.3,500,1250,15,0.95,0.95,0.94,0.044,60.0323565451032
"1563",0.6,500,1250,15,0.95,0.91,0.894,0.01,56.7338142898247
"1564",0.9,500,1250,15,0.95,0.604,0.574,0,33.4921211419291
"1565",0,1000,1250,15,0.95,1,1,0.988,56.1107928077773
"1566",0.3,1000,1250,15,0.95,1,1,0.068,61.4223116101768
"1567",0.6,1000,1250,15,0.95,0.996,0.986,0.014,53.1420280016466
"1568",0.9,1000,1250,15,0.95,0.882,0.822,0.002,32.3677939721389
"1569",0,125,5000,15,0.95,0,0,0,1166.72769197746
"1570",0.3,125,5000,15,0.95,0,0,0,878.75216869763
"1571",0.6,125,5000,15,0.95,0,0,0,540.549510426967
"1572",0.9,125,5000,15,0.95,0,0,0,160.012193832465
"1573",0,250,5000,15,0.95,0.034,0.032,0.02,541.18923607621
"1574",0.3,250,5000,15,0.95,0.008,0.008,0,464.510977059474
"1575",0.6,250,5000,15,0.95,0.012,0.014,0,353.46192921377
"1576",0.9,250,5000,15,0.95,0.006,0.006,0,140.933168440559
"1577",0,500,5000,15,0.95,0.672,0.672,0.562,244.62660716878
"1578",0.3,500,5000,15,0.95,0.628,0.616,0.034,257.863790378679
"1579",0.6,500,5000,15,0.95,0.48,0.476,0.008,241.748910060216
"1580",0.9,500,5000,15,0.95,0.316,0.312,0.002,131.692050676483
"1581",0,1000,5000,15,0.95,0.97,0.97,0.938,218.253732330886
"1582",0.3,1000,5000,15,0.95,0.96,0.96,0.038,237.518031720787
"1583",0.6,1000,5000,15,0.95,0.96,0.962,0.018,227.377170176693
"1584",0.9,1000,5000,15,0.95,0.738,0.712,0.002,132.255469755289
"1585",0,125,15000,15,0.95,0,0,0,3562.97316354036
"1586",0.3,125,15000,15,0.95,0,0,0,2622.81645699036
"1587",0.6,125,15000,15,0.95,0,0,0,1578.11300019483
"1588",0.9,125,15000,15,0.95,0,0,0,447.996342465046
"1589",0,250,15000,15,0.95,0.004,0.004,0.002,2112.0746937058
"1590",0.3,250,15000,15,0.95,0,0,0,1689.98049558002
"1591",0.6,250,15000,15,0.95,0.002,0.002,0.002,1166.29769471478
"1592",0.9,250,15000,15,0.95,0,0,0,416.96370024298
"1593",0,500,15000,15,0.95,0.38,0.38,0.35,884.766087179794
"1594",0.3,500,15000,15,0.95,0.33,0.33,0.008,884.895369708268
"1595",0.6,500,15000,15,0.95,0.306,0.3,0.004,753.529972873097
"1596",0.9,500,15000,15,0.95,0.152,0.148,0,375.061142971021
"1597",0,1000,15000,15,0.95,0.94,0.94,0.924,653.005118873549
"1598",0.3,1000,15000,15,0.95,0.9,0.9,0.038,733.039180568985
"1599",0.6,1000,15000,15,0.95,0.874,0.864,0.018,692.985826574123
"1600",0.9,1000,15000,15,0.95,0.61,0.608,0.002,385.493381597395
